"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"84",17,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,18,5,"AI",1,"90% of the time",90,"Given that Sandy typically cuts her own hair herself and has no training, it's reasonable to assume she always uses scissors for this task. The fact that she mentioned a minor mistake in this instance suggests that she is consistent with using scissors but may lack professional expertise.",NA,"low"
"85",18,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,19,3,"AI",1,"90% of the time",90,"People typically visit art exhibitions with the purpose of looking at and appreciating the artwork on display. The fact that Henry specifically mentioned looking at the photographs suggests that he might not have done so during their entire visit, but it is still a common behavior when going to photo exhibits.",NA,"low"
"86",19,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,19,5,"AI",1,"30% of the time",30,"While it's common for people to look at photographs in an exhibition, Henry purchasing one is less frequent. Therefore, I assume that he doesn't often buy photos when going to these exhibitions but decided to make a purchase during his last visit.",NA,"low"
"87",20,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,2,3,"AI",1,"90% of the time",90,"The fact that David specified where he saw Mary implies that this is not her usual behavior. However, since she is known for frequently visiting restaurants after interviews, it's more likely than not that she eats when going to a restaurant. Therefore, I would estimate that she does so 90% of the time.",NA,"low"
"88",21,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,2,5,"AI",1,"90% of the time",90,"Although David mentioned that Mary ""got to see their kitchen,"" it doesn't necessarily imply anything unusual about her eating behavior. It seems like an ordinary occurrence for Mary, and she probably eats at restaurants most of the times she goes there.",NA,"low"
"89",22,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,20,3,"AI",1,"95% of the time",95,"People generally lock their cars as a matter of habit and security. The fact that Helen mentioned this to Peter might indicate that she doesn't always mention such everyday actions, so there is still a small chance she occasionally forgets or decides not to lock it (5%). However, overall it seems like Helen usually locks her car when parking it.",NA,"low"
"90",23,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,20,5,"AI",1,"95% of the time",95,"Although Helen mentioned parking her car, she didn't mention locking it. The fact that this is noteworthy to Peter suggests that Helen normally locks her car consistently. Therefore, I assume she forgets only occasionally (5%).",NA,"low"
"91",24,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,21,3,"AI",1,"90% of the time",90,"People typically have their favorite pizza toppings and order them frequently. The fact that Gary mentioned he picked the toppings suggests that it's something he does regularly since it was worth mentioning in a conversation with Stephanie. Therefore, I assume Gary picks his toppings 90% of the time when ordering pizza.",NA,"low"
"92",25,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,21,5,"AI",1,"80% of the time",80,"Although it's not explicitly stated that Gary frequently chooses his own pizza toppings, people generally like having control over their food preferences. The fact that he didn't mention anything about choosing toppings today might suggest that this is something he usually does himself in most cases.",NA,"low"
"93",26,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,22,3,"AI",1,"30% of the time",30,"While people typically rinse dishes after washing to remove soap suds, it seems that Julia highlighted this action to Justin. This could imply that she might not always rinse the dishes thoroughly when doing them and wanted to emphasize that she did in this instance.",NA,"low"
"94",27,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,22,5,"AI",1,"35% of the time",35,"Although people typically rinse dishes after washing to remove any soap residue, Justin mentioned that Julia ""polished"" the dishes. This implies she might have not rinsed them thoroughly every time and instead sometimes left a bit of shine on the dishes when drying them, which prompted her to tell Justin about it today.",NA,"low"
"95",28,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,23,3,"AI",1,"90% of the time",90,"Since Emma doesn't have much spare cash and relies on borrowing books from the library, it is likely that she consistently follows through with checking out books when visiting. The fact that she mentioned this to Tim further supports my assumption as it implies a routine behavior for her.",NA,"low"
"96",29,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,23,5,"AI",1,"95% of the time",95,"The fact that Emma specifically mentioned borrowing books indicates to me that this is a regular activity for her. Furthermore, she also took the time to look at the library's exhibit which shows an interest in engaging with other aspects of the library beyond just getting books. This suggests that checking out books from the library is part of Emma's routine and therefore she likely does so 95% of the times she visits the library.",NA,"low"
"97",30,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,24,3,"AI",1,"90% of the time",90,"The fact that Logan specifically mentioned using detergent to Sophia might indicate that it is not a common occurrence for him to forget this step. While there may be rare instances where he accidentally forgets, generally, people remember to use laundry detergent most of the time.",NA,"low"
"98",31,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,24,5,"AI",1,"95% of the time",95,"The fact that Logan mentioned specifically adding fabric softener implies that he might not always use it. However, people generally add both detergent and softener to their laundry, so I would assume that Logan does this in most cases.",NA,"low"
"99",32,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,4,3,"AI",1,"95% of the time",95,"People typically need to buy a ticket before riding public transportation like the subway. While it's possible that Jane might have forgotten her fare card or used another method of payment, Don mentioning this detail suggests an unusual occurrence and implies that Jane buys a ticket for most of her rides on the subway.",NA,"low"
"100",33,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,4,5,"AI",1,"90% of the time",90,"Taking public transportation such as the subway requires payment. While it's possible that someone might forget their wallet or pass on rare occasions, Jane using her sister Beth as a point of contact and mentioning she almost fell off the platform suggests this was not one of those times, so I assume Jane purchased her ticket for the train ride with Don.",NA,"low"
"101",34,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,5,3,"AI",1,"95% of the time",95,"It is very unlikely that Annie would mention to Sean something as routine and expected as closing a gas cap unless it was unusual. Therefore, I assume Rick closes the fuel cap most of the time but not always.",NA,"low"
"102",35,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,5,5,"AI",1,"95% of the time",95,"Although it's not explicitly stated in this context, closing the fuel cap is a standard procedure when filling up one's vehicle. The fact that Annie made no mention of Rick forgetting to close his gas cap might suggest he does so reliably most of the time. If him neglecting to do so was common or notable, it would likely be highlighted in this context as well.",NA,"low"
"103",36,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,6,3,"AI",1,"95% of the time",95,"Harvey mentioning that Lisa ""brought her swimsuit"" seems unusual, suggesting it might not be a common occurrence for her to forget it. Therefore, I believe Lisa brings her swimsuit with her when going swimming most of the time but occasionally may forget it.",NA,"low"
"104",37,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,6,5,"AI",1,"95% of the time",95,"That Harvey mentioned Lisa bringing her children suggests that it is unusual for her to bring them. However, since Lisa regularly goes swimming after work and enjoys spending time at the pool, I assume she brings her swimsuit almost every time she goes there (i.e., 95%).",NA,"low"
"105",38,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,7,3,"AI",1,"95% of the time",95,"The fact that Rachel specifically mentioned to Oliver that Brian got off at his usual stop implies that this is a common occurrence. Therefore, it's likely that Brian gets off at his stop during most train rides.",NA,"low"
"106",39,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,7,5,"AI",1,"90% of the time",90,"The fact that Rachel mentioned Brian's punctuality implies that he is typically known for being on time. This suggests that Brian probably arrives at work most mornings, which means he gets off at his stop about 90% of the time. It seems unusual enough to be worth mentioning when it doesn't happen.",NA,"low"
"107",40,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,8,3,"AI",1,"95% of the time",95,"People generally take their house keys with them whenever they leave home. The fact that Dustin mentioned it might suggest that Laura forgetting her keys would be an unusual event, so I'd estimate she grabs them in the morning almost every day.",NA,"low"
"108",41,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,8,5,"AI",1,"95% of the time",95,"It is very unusual that Dustin would mention his wife putting on several layers of clothing before leaving for work. This behavior seems so ordinary and commonplace that it's unlikely to be noteworthy, except if Laura did something out-of-the-ordinary like forgetting her keys (which happened 5% of the time). Therefore, I would assume she grabs her house keys when getting ready for work almost every day.",NA,"low"
"109",42,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,9,3,"AI",1,"85% of the time",85,"Sarah mentioned that Bruce was examined by the doctor which might indicate this is not his usual routine. However, since it's a medical practice and he went there specifically, I would assume he gets examined most of the times when going to the medical practice as part of regular check-ups or health concerns.",NA,"low"
"110",43,"2024-06-18_08-07_mixtral_t-0.6_few_shot_Low_fr","mixtral","few_shot",0.6,9,5,"AI",1,"20% of the time",20,"Sarah mentioned that Bruce was wearing a heart rate monitor, which might indicate some sort of special examination or monitoring. However, this is likely not part of Bruce's regular check-ups as it would be unusual for him to wear one every time he goes to the medical practice.",NA,"low"
"111",0,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,1,1,"AI",1,"100% of the time",100,"Paying for one's groceries is a standard procedure in grocery shopping, and there are no indications that this would be any different for John. Therefore, it can be assumed with certainty that he pays every time he goes shopping.",NA,"low"
"112",1,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,11,1,"AI",1,"50% of the time",50,"Skydiving involves jumping from an airplane in flight, which is not required on every visit to a skydiving center. People usually go there for several training sessions before their first jump and then make jumps periodically as they progress through the course. Therefore, Jared likely only jumps out of a plane half of the times he visits the skydiving center.",NA,"low"
"113",2,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,12,1,"AI",1,"90% of the time",90,"Writing letters is only part of the process - actually sending them is equally important for communication with people who are not nearby. Therefore, it's likely that Amy mails her letters after writing most of them.",NA,"low"
"114",3,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,13,1,"AI",1,"30% of the time",30,"While it's common to take the bus to work, walking to the bus stop is not always necessary. Sometimes people might drive or get a ride part way and then walk the rest of the distance. However, Adam ran into his ex-girlfriend at the bus stop so he probably walks there more often than some other commuters do.",NA,"low"
"115",4,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,14,1,"AI",1,"80% of the time",80,"Trying on clothes is a significant part of the experience of shopping for them and helps people decide whether or not to buy an item. Therefore, it's likely that Esther tries things on in about 80% of her clothing-shopping trips.",NA,"low"
"116",5,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,15,1,"AI",1,"100% of the time",100,"Boiling pasta in water is essentially a requirement for cooking most types of pasta. Therefore, it's almost certain that Nick follows this step consistently while preparing his dishes.",NA,"low"
"117",6,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,16,1,"AI",1,"95% of the time",95,"Pre-heating the oven is an important step in most baking recipes, as it helps ensure even cooking. Therefore, Grace likely does this almost every time she bakes a cake.",NA,"low"
"118",7,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,17,1,"nan",1,"100% of the time",100,"Given how common it is for people to carry their phones with them wherever they go and its potential use during emergencies or delays in air travel, Greg likely always brings his cell phone on board.",NA,"low"
"119",8,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,18,1,"AI",1,"100% of the time",100,"Since Sandy typically cuts her own hair without any professional training, it is highly likely that she always uses a pair of scissors to do so.",NA,"low"
"120",9,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,19,1,"nan",1,"80% of the time",80,"People typically go to photography exhibitions to look at photos, so it is likely that Henry does so as well during most of his visits. However, there might be occasional distractions or circumstances where he may not spend as much time looking at individual photographs.",NA,"low"
"121",10,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,2,1,"AI",1,"90% of the time",90,"Based on context, it can be assumed that Mary frequently eats at restaurants after her interviews as part of her job. Therefore, she likely orders food and dines there most of the times she visits a restaurant.",NA,"low"
"122",11,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,20,1,"AI",1,"95% of the time",95,"Locking one's car is a common practice in order to protect personal belongings from theft or damage. Therefore, Helen likely does this most of the time when she parks her car and leaves it unattended.",NA,"low"
"123",12,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,21,1,"AI",1,"80% of the time",80,"People typically have their favorite toppings they prefer on their pizza and since Gary frequently orders from this pizzeria, it is likely he has a go-to order. However, there are times when one might want to try something new or be open to suggestions, which accounts for the remaining 20%.",NA,"low"
"124",13,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,22,1,"AI",1,"100% of the time",100,"Rinsing is a crucial part of washing dishes; it's hard to imagine someone skipping this step. Therefore, we can assume that Julia rinses the dishes every time she washes them.",NA,"low"
"125",14,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,23,1,"AI",1,"100% of the time",100,"Given that Emma borrows books from the library because she cannot afford to buy them and relies on this service for her reading needs, it is highly likely that every single time she goes to the library with an intention to get some books, she checks out those books.",NA,"low"
"126",15,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,24,1,"AI",1,"90% of the time",90,"Doing laundry without using detergent would likely result in dirty clothes, which is not a desired outcome. Therefore, it's safe to assume that Logan uses detergent most of the time when doing his laundry.",NA,"low"
"127",16,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,4,1,"AI",1,"95% of the time",95,"People generally need to buy a ticket every time they take public transportation like the subway. While it's possible that Jane might have an unlimited pass or some other special arrangement, purchasing individual tickets is still the most common way for people to pay their fare when using mass transit systems.",NA,"low"
"128",17,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap is an important safety measure to prevent gasoline from spilling and being a fire hazard. Therefore, Rick always closes it every single time he fuels up his car.",NA,"low"
"129",18,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,6,1,"AI",1,"100% of the time",100,"Given that Lisa likes to go swimming at the pool after work, it is highly likely that she always brings her swimsuit with her. It would be impractical and pointless for her to visit the pool without wearing a swimsuit.",NA,"low"
"130",19,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,7,1,"AI",1,"90% of the time",90,"People generally have regular habits and routines. Since there is no information suggesting that Brian has a reason to change his routine on this particular day or in general, it can be assumed he gets off at his stop most of the time.",NA,"low"
"131",20,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,8,1,"AI",1,"99% of the time",99,"House keys are essential items to bring along whenever leaving home. Therefore, it is highly likely that Laura brings them with her almost every single day.",NA,"low"
"132",21,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,9,1,"AI",1,"50% of the time",50,"Based on context, we cannot be sure whether Bruce went for a regular check-up or if he had an appointment due to some health concern. However, given that people usually go to medical practices when they have issues or need routine checks, it is likely that half of his visits involve getting examined by the doctor.",NA,"low"
