"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"79",12,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,16,3,"AI",1,"100% of the time",100,"Since Grace mentioned to Kyle that she preheated the oven, it suggests that this is not her usual behavior. Instead, it implies that she always does this before baking a cake, and therefore felt the need to tell Kyle about it.",NA,"low"
"80",13,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,16,5,"AI",1,"10",10,NA,NA,"low"
"81",14,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,17,3,"AI",1,"100% of the time",100,"Since Greg mentioned that he took his cell phone on board during breakfast with Helen, this implies that carrying his cell phone while traveling by air is something he always does.",NA,"low"
"82",15,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,17,5,"AI",1,"100% of the time",100,"The fact that Helen and Greg were meeting for breakfast after he flew there implies they didn't travel together this time. If Greg always brings his cell phone with him, it would be a mundane detail that wouldn't need mentioning in their conversation about traveling; therefore, by highlighting he was flying business class, I assume that the topic of bringing or not bringing his cell phone on board is irrelevant to what they were discussing.",NA,"low"
"83",16,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,18,3,"AI",1,"100% of the time",100,"Since Sandy specifically mentioned using scissors to Patrick after giving herself a haircut, it suggests that she always cuts her hair with scissors. This detail was important enough for her to bring up in conversation.",NA,"low"
"84",17,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,18,5,"AI",1,"100% of the time",100,"Since Sandy mentioned to Patrick that she had just cut her own hair and made a point about it being shorter than intended, this implies that she typically uses scissors during every haircut.",NA,"low"
"85",18,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,19,3,"AI",1,"90% of the time",90,"Given that Henry mentioned looking at the photographs to Max, it suggests he doesn't always look closely or for an extended period. However, since photography exhibitions are primarily made up of photographs and people generally go there to see them, I assume Henry looks at the photos most of the time but may not focus on every single one.",NA,"low"
"86",19,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,19,5,"AI",1,"50% of the time",50,"Since it's not specified that this was unusual behavior for Henry, I assume he occasionally buys photos. But because we don't hear about Max mentioning this as surprising or out-of-character, it seems like a less frequent event rather than something Henry does every single time he visits an exhibit.",NA,"low"
"87",20,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,2,3,"AI",1,"90% of the time",90,"Since David mentioned specifically that Mary ""ate"" at the restaurant, it suggests that she doesn't always eat there. However, since they were both at the same Chinese place and David made a point to mention her eating, I assume that Mary goes to restaurants quite often (approximately 90% of the time) but not necessarily every single time she visits them.",NA,"low"
"88",21,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,2,5,"AI",1,"100% of the time",100,"David mentioned that Mary ""got to see their kitchen,"" which implies she dined there. The fact he thought it worth mentioning suggests this is not a new or unusual behavior for her, so I assume Mary eats at restaurants every time she goes.",NA,"low"
"89",22,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,20,3,"AI",1,"100% of the time",100,"Since Helen mentioned that she locked her car to Peter, this implies that reminding others about locking cars is not a common conversation topic between them. Thus, I assume Helen locks her car every time after parking it.",NA,"low"
"90",23,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,20,5,"AI",1,"100% of the time",100,"The fact that Helen specifically mentioned parking her car implies she is consistent with locking and securing her vehicle. It's also likely a habit for someone who enjoys structure, such as Helen. Mentioning one issue (tail light) does not imply other habits like locking would be overlooked.",NA,"low"
"91",24,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,21,3,"AI",1,"90% of the time",90,"The fact that Gary mentioned picking the toppings implies that it's not always him who does this. However, since he is known for frequently ordering pizza and didn't mention anyone else choosing the toppings, I assume that most of the time he picks them himself.",NA,"low"
"92",25,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,21,5,"AI",1,"70% of the time",70,"Since Gary mentioned using a gift certificate but didn't specify whether he chose his usual toppings or not, it suggests that this is something he does most of the time. However, I assume that there are still times when he doesn't get to pick the toppings (e.g., if someone else orders for him with their preferences), which leads me to a 70% frequency estimation.",NA,"low"
"93",26,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,22,3,"AI",1,"0% of the time",0,"Since Julia specifically mentioned to Justin that she ""rinsed"" the dishes, it implies that this is not her usual behavior. Rinsing alone may not be sufficient to clean the dishes properly, which might annoy her roommates. Therefore, I assume Julia usually washes the dishes instead of just rinsing them.",NA,"low"
"94",27,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,22,5,"AI",1,"0% of the time",0,"The fact that Julia mentioned to Justin that she ""polished"" the dishes implies that this is not her usual behavior. Polishing dishes goes beyond basic washing and drying, indicating a special effort on Julia's part today.",NA,"low"
"95",28,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,23,3,"AI",1,"100% of the time",100,"Since Emma specifically mentioned checking out the books to Tim, it suggests that this is her standard procedure. It implies no surprise or unusual behavior in relation to checking out books.",NA,"low"
"96",29,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,23,5,"AI",1,"100% of the time",100,"The fact that Emma specifically mentioned she got ""some"" books from the library indicates to me that it's her usual behavior. Tim didn't express any surprise, so this must be a common occurrence. Additionally, Emma also mentioned checking out the library's exhibit which suggests she often spends time exploring and utilizing resources at the library beyond just borrowing books.",NA,"low"
"97",30,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,24,3,"AI",1,"10",10,NA,NA,"low"
"98",31,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,24,5,"AI",1,"0% of the time",0,"Since Logan specifically mentioned adding fabric softener and didn't say anything about using detergent, it suggests that he might have forgotten to use detergent altogether.",NA,"low"
"99",32,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,4,3,"AI",1,"100% of the time",100,"Don mentioned that Jane bought a subway ticket, which implies that this is normal behavior. Therefore, it's likely that she purchases a ticket every time she takes the subway.",NA,"low"
"100",33,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,4,5,"AI",1,"100% of the time",100,"Don mentioned that he took a train with Jane today but didn't mention anything about her not buying a ticket. This implies that she likely paid for her ride, as it would have been an issue if she hadn't.",NA,"low"
"101",34,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,5,3,"AI",1,"100% of the time",100,"Annie mentioned that Rick closed the fuel cap, which suggests to me that this is normal behavior for him. If it wasn't, she likely wouldn't have brought it up.",NA,"low"
"102",35,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,5,5,"AI",1,"100% of the time",100,"Annie mentioned that Rick just fueled up and received a discount. This implies that all necessary steps for this action to be completed were taken by Rick, including closing the fuel cap after finishing.",NA,"low"
"103",36,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,6,3,"AI",1,"10",10,NA,NA,"low"
"104",37,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,6,5,"AI",1,"100% of the time",100,"Harvey mentioned that Lisa came with her children, which implies that they were all there to swim. This suggests that Lisa always brings her swimsuit since it would be unusual for her not to do so when she goes swimming with her children.",NA,"low"
"105",38,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,7,3,"AI",1,"100% of the time",100,"Rachel mentioned that Brian got off at his stop, which indicates that this is normal behavior for him. If it were unusual or unexpected, she would have provided more context as to why he did not get off at his usual stop.",NA,"low"
"106",39,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,7,5,"AI",1,"90% of the time",90,"Rachel mentioned that Brian got off at his stop, which suggests this is not a common occurrence for him to get off somewhere else. However, I chose 90% instead of 100%, as there might be rare instances when he has to change his routine.",NA,"low"
"107",40,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,8,3,"AI",1,"100% of the time",100,"Dustin mentioned that Laura grabbed her house keys, which implies that this is a normal part of her routine. It seems unusual enough to mention only if it were not already established as consistent behavior.",NA,"low"
"108",41,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,8,5,"AI",1,"100% of the time",100,"Dustin mentioned that Laura was just getting ready for work. This implies she has a consistent routine and gets ready every day before leaving the house, including grabbing her keys to lock up behind them.",NA,"low"
"109",42,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,9,3,"AI",1,"100% of the time",100,"Sarah mentioned that Bruce was examined by the doctor. This implies that it's a standard procedure for his visits and not an unusual occurrence. Therefore, I assume he gets examined during every visit to the medical practice.",NA,"low"
"110",43,"2024-06-27_20-52_mixtral_t-0.6_few_shot_Low_Few_Shot_Prompts_1303_misleading_100_strongCertain_fr","mixtral","few_shot",0.6,9,5,"AI",1,"0% of the time",0,"Sarah mentioned that Bruce was wearing a heart rate monitor. This is likely not something he wears all the time and only during specific appointments or activities at the doctor's office, so it suggests an unusual situation rather than his typical behavior when visiting the medical practice.",NA,"low"
"111",0,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,1,1,"AI",1,"100% of the time",100,"Paying for one's groceries is a standard procedure in grocery shopping, and there are no indications that this would be any different for John. Therefore, it can be assumed with certainty that he pays every time he goes shopping.",NA,"low"
"112",1,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,11,1,"AI",1,"50% of the time",50,"Skydiving involves jumping from an airplane in flight, which is not required on every visit to a skydiving center. People usually go there for several training sessions before their first jump and then make jumps periodically as they progress through the course. Therefore, Jared likely only jumps out of a plane half of the times he visits the skydiving center.",NA,"low"
"113",2,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,12,1,"AI",1,"90% of the time",90,"Writing letters is only part of the process - actually sending them is equally important for communication with people who are not nearby. Therefore, it's likely that Amy mails her letters after writing most of them.",NA,"low"
"114",3,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,13,1,"AI",1,"30% of the time",30,"While it's common to take the bus to work, walking to the bus stop is not always necessary. Sometimes people might drive or get a ride part way and then walk the rest of the distance. However, Adam ran into his ex-girlfriend at the bus stop so he probably walks there more often than some other commuters do.",NA,"low"
"115",4,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,14,1,"AI",1,"80% of the time",80,"Trying on clothes is a significant part of the experience of shopping for them and helps people decide whether or not to buy an item. Therefore, it's likely that Esther tries things on in about 80% of her clothing-shopping trips.",NA,"low"
"116",5,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,15,1,"AI",1,"100% of the time",100,"Boiling pasta in water is essentially a requirement for cooking most types of pasta. Therefore, it's almost certain that Nick follows this step consistently while preparing his dishes.",NA,"low"
"117",6,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,16,1,"AI",1,"95% of the time",95,"Pre-heating the oven is an important step in most baking recipes, as it helps ensure even cooking. Therefore, Grace likely does this almost every time she bakes a cake.",NA,"low"
"118",7,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,17,1,"nan",1,"100% of the time",100,"Given how common it is for people to carry their phones with them wherever they go and its potential use during emergencies or delays in air travel, Greg likely always brings his cell phone on board.",NA,"low"
"119",8,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,18,1,"AI",1,"100% of the time",100,"Since Sandy typically cuts her own hair without any professional training, it is highly likely that she always uses a pair of scissors to do so.",NA,"low"
"120",9,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,19,1,"nan",1,"80% of the time",80,"People typically go to photography exhibitions to look at photos, so it is likely that Henry does so as well during most of his visits. However, there might be occasional distractions or circumstances where he may not spend as much time looking at individual photographs.",NA,"low"
"121",10,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,2,1,"AI",1,"90% of the time",90,"Based on context, it can be assumed that Mary frequently eats at restaurants after her interviews as part of her job. Therefore, she likely orders food and dines there most of the times she visits a restaurant.",NA,"low"
"122",11,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,20,1,"AI",1,"95% of the time",95,"Locking one's car is a common practice in order to protect personal belongings from theft or damage. Therefore, Helen likely does this most of the time when she parks her car and leaves it unattended.",NA,"low"
"123",12,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,21,1,"AI",1,"80% of the time",80,"People typically have their favorite toppings they prefer on their pizza and since Gary frequently orders from this pizzeria, it is likely he has a go-to order. However, there are times when one might want to try something new or be open to suggestions, which accounts for the remaining 20%.",NA,"low"
"124",13,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,22,1,"AI",1,"100% of the time",100,"Rinsing is a crucial part of washing dishes; it's hard to imagine someone skipping this step. Therefore, we can assume that Julia rinses the dishes every time she washes them.",NA,"low"
"125",14,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,23,1,"AI",1,"100% of the time",100,"Given that Emma borrows books from the library because she cannot afford to buy them and relies on this service for her reading needs, it is highly likely that every single time she goes to the library with an intention to get some books, she checks out those books.",NA,"low"
"126",15,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,24,1,"AI",1,"90% of the time",90,"Doing laundry without using detergent would likely result in dirty clothes, which is not a desired outcome. Therefore, it's safe to assume that Logan uses detergent most of the time when doing his laundry.",NA,"low"
"127",16,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,4,1,"AI",1,"95% of the time",95,"People generally need to buy a ticket every time they take public transportation like the subway. While it's possible that Jane might have an unlimited pass or some other special arrangement, purchasing individual tickets is still the most common way for people to pay their fare when using mass transit systems.",NA,"low"
"128",17,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap is an important safety measure to prevent gasoline from spilling and being a fire hazard. Therefore, Rick always closes it every single time he fuels up his car.",NA,"low"
"129",18,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,6,1,"AI",1,"100% of the time",100,"Given that Lisa likes to go swimming at the pool after work, it is highly likely that she always brings her swimsuit with her. It would be impractical and pointless for her to visit the pool without wearing a swimsuit.",NA,"low"
"130",19,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,7,1,"AI",1,"90% of the time",90,"People generally have regular habits and routines. Since there is no information suggesting that Brian has a reason to change his routine on this particular day or in general, it can be assumed he gets off at his stop most of the time.",NA,"low"
"131",20,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,8,1,"AI",1,"99% of the time",99,"House keys are essential items to bring along whenever leaving home. Therefore, it is highly likely that Laura brings them with her almost every single day.",NA,"low"
"132",21,"2024-06-17_18-09_mixtral_t-0.6_base_few_shot_Low_fr","mixtral","base_few_shot",0.6,9,1,"AI",1,"50% of the time",50,"Based on context, we cannot be sure whether Bruce went for a regular check-up or if he had an appointment due to some health concern. However, given that people usually go to medical practices when they have issues or need routine checks, it is likely that half of his visits involve getting examined by the doctor.",NA,"low"
